text,label,lang_detected
🗞 Nieto:  El uso de la fuerza el 1-O fue el mínimo imprescindible . 👏🏻Queremos agradecer la valentía de ja_nietob en el #JuicioDelProcés del 1-O por defender la labor de la policia y guardiacivil aquel día. 🇪🇸 #OrgullososDeNuestraPolicía https://t.co/N6gf8j474f,0,es
"@carrizosacarlos ¿fascismo, seguro? Ell@s se autodenominan socialistes, todo lo contrario.",0,es
Ahora viene el turno de lo gratuito. No se lo pueden creer!!  En su paradigma no existe el “Sin ánimo de Lucro”  #FakeDemocracy #FakeTrial #JudiciALesUrnes #JudiciTV3CatRadio,1,es
Su referéndum ilegal nos ha costado la fuga de miles de empresas de Cataluña. La fuga de millones de euros en depósitos.  Y siguen  con lo mismo. https://t.co/i8ZoiZffaj,0,es
RT @_ElAguijon: @agarzon: “Espero y deseo que el ejército de Venezuela se mantenga protegiendo la democracia y la paz” https://t.co/64rx3zy…,0,es
"@Julii1985 @bebaripi @David_n_Goliat @marianpy1 @drawman1290 @JordiMasFont @SeorM17 @vlc_JI @CDRTabarnia @RafaColono @AlfonsoIXLeon @lovenjaire @ElPaco17170917 @Telasmarineras @PevitaTolosabe @ochoabravo32 @berguetanu @cositasmartinez @Xipress @Ghandi1964 @VictorTabarnia @Morafanova @RamonBerenguerI @Jrgen27307674 @ktalunyalliure @raclo33 @Selene01234 @albert_batista @canilero9 @DavidLlop3 @Luismita @Paco_Glez_ @Nin631 @Jafp1966 @felixvsrobespi @Ciutada @Grassonet2 @anemicas @Marpalau @bla_7863 @ilusoaluso @Jonatrullas @nundiknora @Alexrp1 @ArturoRojillo @ANL_Navarra @CatalinaDeFoix @Karmenziya @IbonTheBasque A mi 😍amigo @JorgexSiglo21 no le dejo de seguir como a quien se ha puesto en su perfil que va a votar a VOX y a quien insulta a Pedro😍Sánchez y al PSOE🌹 porque nos hicimos amigos hace un año, en un hilo con una 😍amiga navarra independentista, discutiendo por la independencia.",1,es
Maldita monarquía medieval wahabita de #SaudiArabia q ha hambreado al pueblo #Yemen!   Maldita monarquía moderna corrupta d #España que le ha suministrado armas!  Malditos sionistas de #IsraHell y yankee #EEUU que están detrás de éstas marionetas!  Esa es la #AyudaHumanitaria? https://t.co/QqPkGtTsTX,1,es
"@BeatrizTalegon Votar algo que ha prohibido el Tribunal constitucional, por incumplir y saltarse las leyes y la constitución españolas ,aparte de saltarse el Estatut y las leyes de un Parlamento, cambiando arbitrariamente su funcionalidad para conseguir la ley de transitoriedad, Si es delito!",0,es
"@Sabesmucholucho @JosAArias1 @javivi7169 @xus23 @ANC_Mossos @albertdmcat @mossos @jusapol @Politeia_Cat @UMCmossos Los tractorianos del Proceso, llevan siempre  dodotis puestos. Pobres iluminados.  ¿Qué república ni qué 'collons'? La república no existe, idiota .  🇪🇸😃 #EquiparacionYa",0,es
"?? @sanchezcastejon La España que queremos es la España que nuestros ciudadanos quieren:  Una España feminista, con igualdad de oportunidades. Una España próspera y ecologista.  Una España de la que nadie tenga que irse y de la que nadie quiera irse.  #LaEspañaQueQuieres https://t.co/Hj04Hm7qMt",0,es
"@roserdiapuig @aleixsarri @KRLS A la línea de siempre de los separatistas: llorar mintiendo, manipulando y sacando de contexto lo que dicen.",0,es
"Después del 0 -1  del Bernabeu, en un bar de Barcelona, cuatro madridistas se dieron a insultar a todos los culés que habíamos presenciado el partido y a los políticos presos. No hicimos caso.   Los merengues son malos ganadores, pero de perdedores se vuelven animales rastreros. https://t.co/idWWJmwkt6",1,es
RT @_wicked21: arc de triomf también conocido como el sitio más friki gracias por tanto,2,es
"✅.@RFECaza se reúne con @vox_es para presentar #LaCazaTambiénVotaEspaña @Santi_ABASCAL trasladó a @A_LopezMaraver su “absoluto compromiso con #caza y la institución federativa”, refrendando #LaCazaTambiénVota #España.  ▶️https://t.co/05lrUoNdqH #LaVerdadDeLaCaza @voxnoticias_es https://t.co/u8Eq3VczZy",0,es
"La empresa T-Systems pertenece a un grupo cuyo principal accionista es el Estado alemán, ese mismo que permitió que el golpista Puigdemont volviera a campar a sus anchas por buena parte de los países europeos. https://t.co/IAYVcPBinc",0,es
No os engañéis. Lo del 1-4 anoche en el Berbenabeu no es más que otra táctica del Estado Hispánico para desviar la atención sobre la farsa del juicio a los presos políticos. Buenos días sedicios@s rompepatrias. PUTASPANYA FASCISTA!!!! Que bien me he quedado.,1,es
"Venezuela entera, los 24 millones, la mayoría protesta contra Maduro  Imágenes impactantes del multitudinario apoyo a la oposición y a Guaidó. No se las pierdan. ? https://t.co/C5AuUH0hV0",2,es
#FelizJueves A los independentistas les choca más la histeria del Fairy que lo que escribe cada día Gabriel Rufián porque están bien informados ...  🤣🤣🤣,0,es
#SiguemeYTeSigoVOX  Gracias a los que participan 1. Haz #RT  2. Sigue a los que retuitean 3. Sigue a quien te siga! 4. Escribe un nuevo tuit con el hashtag #SiguemeYTeSigoVOX  #PorEspaña  #EspañaViva  #elecciones2019votoderechas https://t.co/v3IMURmxX1,0,es
"@PouBoada -Hubo heridos? -No recuerdo -La policia pegó? -No recuerdo -El referéndum era lega? -Pues claro que no! -España es una, grande y libre? -Por Santiago que si! -España es uan democracia? Claro, Franco vive en mi.",1,es
"Surrealistas declaraciones en el interrogatorio a Jorge Sánchez. Em la causa contra el “procés”.  Falsario, arrogante, mentiroso y manipulador, así discurre la testifical del totalitario golpista, que niega hechos e  imágenes que le imputan las acusaciones. 🇪🇸 #GolpistasAPrisión https://t.co/HEME2h9KTE",0,es
"@rosadiezglez La izquierda necesita enfrentar para sobrevivir. Su «lucha de...»(clases, género...) no es mas que dividir y enfrentar para gobernar. A ver si los políticos frenáis esta espiral de odio y rencor antes de que sea tarde...",0,es
"Vives en un país el que 1 golpista, amigo de asesinos, fascista, delincuente, inútil, secesionista, incitador al odio y violencia, hipócrita y demagogo es un Diputado de tu Congreso, y por todas esas lindezas, tú, tú, tú y yo, le pagamos 100.000€/año. OJO al rufián, tela... https://t.co/THe0fFvQ5O",0,es
Nazis es poco  Un 'Apartheid' de militares y guardias civiles en la constitución catalana  https://t.co/l4adNDMsJB,0,es
"@Guilleriesmoss1 @nuriadgc Es lo que tiene ser un golpista, que te vas al trullo 15 años.",0,es
@rovik0 @alahoranona @bcnviafora_eng @rumbopropio Sí. Soy parte de “el pueblo” contra los golpistas.  parte de los que se sienten expoliados y amenazados por los separatistas. Como muchos millones que damos nuestras vidas por aportar lo mismo o más a nuestros hijos de lobque hemos recibido.  No seré extranjero en mi tierra,0,es
"Pues aplicarían el 155 pero por las preguntas del fiscal, ni puta idea de cómo funciona la Gene, no? Ahora, a robar proyectos, hasta de investigación, si les dió tiempo.",1,es
"Acabar con el Rey, el 155 y con  los privilegios franquistas : los 21 puntos que Torra presentó a Sánchez https://t.co/d7zWXVZGwe",2,es
Las diez frases de Turull en el juicio del 'procés'. El 'exconseller' asegura que siempre se buscó que el referéndum del 1-O fuera pactado https://t.co/Yao4KfyLOI,2,es
@carlesenric @Moantron @InesArrimadas debe repensarlo y anularlo. No puede caer en el circo de Puigdemont. Va su prestigio.,0,es
"Se envuelven en banderas para hablar de patria y luego la saquean  La patria la defienden los que quieren subir el salario mínimo, las pensiones, regular el precio de los alquileres, bajar el recibo de La Luz, blindar la Sanidad... #LaPatriaSonPersonas   https://t.co/FBnZqueNvq",1,es
"Tal com ha dit el meu marit (un home fantàstic) el truc per preguntar a Del Toro era - ¿Es socia de ANC? - No - ¿Es socia de Òmnium? - No - ¿Es socia de Unidad Nacional Española? - Ehem...no - ¿Es socia, militante o simpatizante de Ciudadanos?  I Marchena implosiona #JudiciFarsa",1,es
"@Llibertatcat Es usted una vergüenza como persona y un absoluto fascista (de los de verdad) este criminal no se merece ningún tipo de homenaje ni consideración, ya lo dije, la batasunización de los independentistas catalanes está a un paso muy corto...",0,es
"Dank je Ajax, De Jong... @AFCAjax  España y el Real Madrid se caen a trozos. Esto no se va ni con AJAX ni con Fairy...  Enésimo fracaso del ser superior Florentino pérez, corrupto. La caspa de la españa más rancia = el palco del bernabeu #españistan #JuicioFarsa #ChampionsLeague https://t.co/MfydBQSoFr",1,es
RT @_ElAguijon: Disfruta del juicios a los golpistas catalanes con el Lote 155 de ⁦@pigdemont_⁩  https://t.co/WqH2TwWJUK,0,es
"Esta muy bien lo de  la trampa Fairy . Pero nadie le pregunto por el generalizado brote de alergia que sufrieron los agente, no sería un ataque con armas química de los Cdrs. #Millo #judicifarsa #Fairy https://t.co/TH3uEe4wHk",1,es
La ultraderecha española comienza a aplicar en España el manual golpista de la ultraderecha venezolana. Necesitan recuperar el gobierno para continuar robando y les vale todo.,1,es
"[EN DIRECTE] Es reprèn el judici amb la declaració de José Antonio Nieto, número dos de Zoido i Puigserver responsable del 155 a Interior. Això promet.😊 https://t.co/cma5FDaiQE",1,ca
"Si tu no vas, ellos vuelven... Racistas Xenófobos Homófobos  Misóginos Defensores del maltrato animal Fascistas Vuelve lo más rancio del pasado... El #28A impidió, no permitas que nos gobiernen #YoVoto, vete y VOTA !!!!! #BuenasNoches a tod@s #FelizFinde https://t.co/MEzJT0A3n9",1,es
"PP, Cs y Vox apoyan que la Generalitat devuelva parte de los 'Papeles de Salamanca'. También piden que no se hagan más entregas a los  separatistas que quieren romper la unidad de España  https://t.co/OeuaO7oBkx",2,es
"No sé qué da más asco: que el Gobierno de Sánchez acceda a la exigencia de los golpistas de nombrar a un  mediador , o que trate de maquillarlo hablando de  relator  o de  mesa de partidos .",0,es
"#ÚLTIMAHORA | PSOE, PP y Cs piden a Tajani que vete la conferencia de Puigdemont en la Eurocámara, que ha sido invitado junto a Torra por dos eurodiputados nacionalistas https://t.co/C3b7PnHk4Y https://t.co/0PYH5KpFS6",0,es
"Spoiler: digan lo que digan ya están condenados. España no acepta el derecho de autodeterminación. Es más, España se caga en el derecho de autodeterminación y contra ese derecho todo vale.  #JudiciaALaDemocràcia #JudiciFarsa #JudiciProcés #JudiciaCatalunya",1,es
"Para solucionar el problema de Cataluña también hay que solucionar otros muchos problemas en España: hay que hablar de empleo, de educación... #L6Narrimadas #GraciasInés https://t.co/Ze1t8yGH3F",0,es
"#relatorarv Una cosa es cierta: los indepes aumentan a paso ligero. Cuanto peor, mejor.",1,es
"@JaumeNollaiMart Espérate a los siguientes mossos, Jaume... podrán hacer todas las fechorías los comisarios políticos pero al fin y al cabo son un cuerpo policial que sabe que prima la obediencia a la ley y sobre todo a los jueces...",0,es
"@veruskie @gabrielrufian Este chulo de putas analfabeto pacta con la derechona convergente del 3% por la mañana, da un golpe a la democracia por la tarde y no habría imaginado que solo es un nazi hormonado ni en sus peores sueños",1,es
RT @Ben_Cuit: ¿Crees que Tajani ha puesto en riesgo la libertad de expresión en Europa?  #TajaniPuppetOfFascism   https://t.co/0bedSMefA0,1,es
"@ShaAcabat @AjuntamentOlot Me gustaría saber si obras de este tipo, en pueblos del resto de España, pero que en la diana estuviera Quim Torra o los procesados del 1.o , la que se armaría entre los indepes.",0,es
"@DavictusCat Si reconoce que el referendum del 1O era legal, entonces el 29S van a homenajear a unos agentes violentos y armados que atacaron ciudadanos y propiedades privadas sin motivo alguno. Es eso?",1,es
"k eran ultrafachis, lo sabíamos... k no era juicio sino farsa, también... k nuestros presos políticos son inocentes, no hay duda... pero... NO HABÍAN FISCALES MAS MEMOS Y RIDÍCULOS? #joacuso #devastados #ThisIsTheRealSpain #MarcaEspaña #",1,es
RT @rimbaudarth: La soberbia de los indepes no tiene límites. Y se supone que este señor es jurista... ????? https://t.co/NibftEo6KH,0,es
"Después de la negativa de los independentistas a aprobar los Presupuestos, los socialistas catalanes piden elecciones a Torra https://t.co/g3UXVpDQNV",0,es
Quizás es que quienes tratan ahora de desprestigiarla no son tan constitucionalistas como dicen ser. Negar su derecho a ser alcaldesa es negar la Constitución y negar nuestra propia democracia.  @dbollero en @publico_es  https://t.co/tDjarOBhpc,1,es
"Desde la @asambleave avanzamos en el Plan Estratégico para la #AyudaHumanitaria  Hoy #5Feb aprobamos inicio de fase 1: Atención a la crisis de salud y desnutrición severa.  Ciudadanos, ONGs, Iglesia, Comunidad Internacional y Militares: ¡Vzla nos necesita a todos!  #VamosBien??",0,es
"La descortesía de #Colau con los símbolos nacionales (la Monarquía, bandera, etc) es vergonzante e impropia de su cargo. Es una activista independentista. #YoConBOU https://t.co/CxCrapJ1wd vía @ABC_Barcelona",0,es
Así está la situación en #Venezuela hoy a pocas horas del concierto  Venezuela Aid Live  https://t.co/vfPzPwK5Mu,2,es
"ESPAÑA LA ESTA CAGANDO De repente  partidos Europeos están planificando acciones conjuntas a favor de Cataluña, con respaldo abierto a los presos políticos.",1,es
"@PoliciaSXXI Muchos ciudadanos saldremos con vosotros, estamos hartos de que los políticos utilicen a nuestra GuardiaCivil y PolicíaNacional como víctima propiciatoria que calme las ínfulas de sus socios secesionistas, arriesgando las vidas de nuestros hombres y la propia seguridad ciudadana.",0,es
Quizás en democracia algunos venezolanos comían perrarina Aunque creo que es una anécdota mediática hoy repetida por la Tiranía. Lo q hoy nadie puede negar es el #Hambre y la muerte de muchos por falta de comida #Comunismo #DiaMundialDeLaAlimentacion  Caricatura de @edoilustrado https://t.co/hp443yZdxF,0,es
"▶️Recordamos como Aitor Esteban deja por lo suelos a Albert Rivera:  Parece un VENTRÍLOCUO, le entra el tembleque  😂👏👏👏  #SiemprePSOE https://t.co/PdOHufLRYR",0,es
"Esta semana independentistas y Comuns decidieron que el Pleno de la semana que viene no se hará,  hoy van cayendo las reuniones de las comisiones de mañana... el grado de degradación del #Parlament debería preocupar a cualquiera que crea en la democracia y el autogobierno.",0,es
RT @EstrellaMonge1: Bernard-Henri Lévy:  Puigdemont ha escupido en la cara a España y a la democracia en Europa  https://t.co/5SNAzSSKks,0,es
"¡TREMENDA INICIATIVA! Soy docente, feminista, antifascista y comprometida en la lucha contra el terrorismo machista. #ApuntaMiNombreVox pq además trabajo para que seamos muchas más las q os plantemos cara. #NoAdoctrinamos enseñamos en la diversidad y el respecto. #ManadaFeminista https://t.co/pZYGvP6emy",1,es
